company_name,url,description,founders,funding_info,latest_funding_date,total_funding,key_investors,location,headquarters,social_links,success
RxRevu (now Arrive Health),https://arrivehealth.com,"Denver-based digital health company providing real-time prescription decision support, secured Series A funding in 2019[17].","Dr. Kevin O’Brien, Carm Huntress","[{'round': 'Series A', 'amount': '$15.9 million', 'lead_investor': 'UCHealth', 'year': '2019'}, {'round': 'Series B', 'amount': '$7 million', 'lead_investor': 'JAZZ Venture Partners', 'year': '2021'}, {'round': 'Series C', 'amount': '$6 million', 'lead_investor': 'JAZZ Venture Partners', 'year': '2023'}]",2023-01,$46.1 million,"UCHealth, JAZZ Venture Partners, 8VC, Allumia Ventures, Providence Ventures, University of Virginia LVG Venture Fund, Presbyterian Healthcare Services, Inception Health/Froedtert Health, Children’s Hospital Colorado, UnityPoint Health","Denver, CO","3513 Brighton Blvd, Suite 459, Denver, CO 80216, United States","linkedin: https://www.linkedin.com/company/arrivehealth, twitter: https://twitter.com/ArriveHealth, crunchbase: Not found",Yes
DifferentKind,https://www.differentkind.com,"Colorado health tech company focused on mental health solutions, recently funded (Series Unknown, but in the healthcare tech sector)[1].","Dr. Matthew Allen, DDS, Dr. Carolyn Brown, DDS, MEd","Growth funding round, $155,000 from local angel investors in Chaffee County, Colorado, and venture capital from CORI Innovation Fund II announced in February 2023. Filed to raise up to $1 million as of November 2025, with $300,000 raised in initial filing.",2023-02,"$155,000","CORI Innovation Fund II, Local angel investors","Buena Vista, CO","301 East Main Street, Suite 210, Buena Vista, Colorado, 81211, United States","twitter: https://twitter.com/imdifferentkind, instagram: https://www.instagram.com/imdifferentkind/, linkedin: https://www.linkedin.com/company/differentkind, crunchbase: Not found",Yes
Posterity Health,https://www.posterityhealth.com,"Colorado-based digital health platform for male fertility, recently raised a Seed round but is a notable healthcare tech startup[1].","Pamela Pure, Dr. Barrett Cowan","[{'round': 'Seed', 'amount': '$6M', 'lead_investor': 'Distributed Ventures', 'year': 2022}, {'round': 'Venture', 'amount': '$7.5M', 'lead_investor': 'Distributed Ventures', 'year': 2023}, {'round': 'Venture', 'amount': '$6M', 'lead_investor': 'FCA Venture Partners', 'year': 2024}, {'round': 'Series A', 'amount': '$13M', 'lead_investor': 'Georgetown Equity Partners', 'year': 2025}]",2025-02,$32.5 million,"Georgetown Equity Partners, FCA Venture Partners, Distributed Ventures, WVV Capital, SteelSky Ventures, Scrub Capital","Englewood, CO","9100 East Panorama Drive, Englewood, Colorado, 80112, United States","linkedin: Not found, crunchbase: Not found",Yes
In-House Health,https://www.inhouse.health,"Colorado startup providing healthcare solutions for employers, recently raised a Seed round[1].","Ari Brenner, Sergey Vasilenko, Shachar Har Zvi","Seed round: $4 million raised in May 2024, led by NEA and TMV, with participation from Vine Ventures and Longevity Venture Partners.",2024-05,$5.4 million,"NEA, TMV, Vine Ventures, Longevity Venture Partners","Denver, CO","66 S. Logan St., Denver, CO 80209","twitter: https://x.com/InHouse_Health, instagram: https://www.instagram.com/inhouse_health/, linkedin: http://www.linkedin.com/company/in-house-health, crunchbase: Not found",Yes
Nira Energy,https://niraenergy.com,Nira Energy provides advanced battery analytics and management systems to optimize energy storage and improve grid sustainability.,"Chris Ariante, Andy Chen, Andrew Martin","[{'round': 'Seed', 'amount': '$65.5 million', 'lead_investors': 'Not disclosed', 'year': 'Not specified'}, {'round': 'Seed VC', 'amount': '$500,000', 'lead_investors': 'Energize Capital, Y Combinator', 'year': '2025-05'}]",2025-05,$66 million,"Energize Capital, Y Combinator","Denver, CO","312 17th Street, Unit 2044, Denver, Colorado, 80202","linkedin: Not found, crunchbase: Not found",Yes
Carbon America,https://carbonamerica.com,Carbon America focuses on carbon capture and sequestration technologies to help industries reduce their carbon footprint.,"Brent Lewis, Scott Frazier, Alex Lau, Tom Rand","{'rounds': [{'type': 'Series A', 'amount': '$30 million', 'year': '2021', 'lead_investors': 'Not publicly disclosed'}]}",2021-12,$30 million,,"Arvada, CO","5525 W 56th Ave, Suite 200, Arvada, Colorado, 80002, United States","linkedin: Not found, crunchbase: Not found",Yes
Matereal,https://matereal.com,Matereal creates sustainable building materials using recycled and bio-based resources to lower construction emissions.,"Jacqueline Ros Amable, Dr. Philip Pienkos, Karla Mora","Seed round: $4.5 million, Lead investor: Collaborative Fund, Year: July 2024",2024-07,$4.5 million,"Collaborative Fund, Better Ventures, Alante Capital, One Small Planet, Climate Capital, Sandy Spring Climate Partners, Pachamama Ventures, PDS Ventures","Denver, CO",Not found,"linkedin: Not found, crunchbase: Referenced",Yes
Silvis Materials,https://silvismaterials.com,"Silvis Materials develops innovative, low-carbon materials for the construction industry, emphasizing circular economy principles.","Patty Ferreira, Dr. Dhrubo Laskar","[{'round': 'NSF SBIR Phase I Grant', 'amount': '$400,000', 'year': '2023'}, {'round': 'NSF SBIR Phase II Grant', 'amount': '$1,000,000', 'year': '2024'}, {'round': 'State Grants', 'amount': 'Not specified', 'year': 'Not specified'}, {'round': 'Accelerator Participation', 'amount': 'Not specified', 'year': 'Not specified'}]",2024,$1.77 million,"National Science Foundation, Colorado Office of Economic Development and International Trade, Techstars","Boulder, CO","4880 Fairlawn Court, Boulder, CO","linkedin: Not found, crunchbase: Not found",Yes
Pathify,https://pathify.com,"Delivers a modern engagement platform for higher education institutions, enabling improved digital campus experiences and communication[1][5].","Chase Williams, James McCubbin","[{'round': 'Growth Equity', 'amount': '$25 million', 'lead_investor': 'Five Elms Capital', 'year': '2025'}]",2025-02,$39.36 million,Five Elms Capital,"Greenwood Village, CO","5910 S University Blvd Ste C-18, Greenwood Village, Colorado, 80121, United States","youtube: https://www.youtube.com/watch?v=7lW0qYhfP_4, linkedin: Not found, crunchbase: Not found",Yes
FusionAuth,https://fusionauth.io,"Offers developer-focused authentication and authorization solutions, including multifactor authentication and user management for enterprise applications[1][3][5].",Brian Pontarelli,"Growth equity round, $65 million, Updata Partners, November 2023",2023-11,$65 million,Updata Partners,"Westminster, CO","11080 Circle Point Rd #405, Westminster, CO 80020, United States","youtube: https://www.youtube.com/c/FusionAuth/, twitter: https://x.com/fusionauth, linkedin: https://www.linkedin.com/company/fusionauth/, crunchbase: Not found",Yes
Wavelynx,https://wavelynxtech.com,"Specializes in secure access control hardware and software for enterprise environments, supporting modern identity and security needs[1][5].",Hugo Wendling,"Private equity investment from Triton, October 16, 2023; sub-$5 million round in January 2021 (details on investors not disclosed).",2023-10,Not found,"Triton, PSA","Broomfield, CO","100 Technology Drive, Suite B, Broomfield, Colorado 80021, United States","linkedin: Not found, crunchbase: Not found",Yes
BillingPlatform,https://billingplatform.com,"Provides cloud-based billing and revenue management software for enterprises, supporting complex billing models and automation[1][3][5].","Nathan Shinn, Leonid Solomonik","[{'round': 'Series A', 'amount': '$4M initial, up to $18M', 'lead_investor': 'Columbia Capital', 'year': '2017'}, {'round': 'Series B', 'amount': '$10M', 'lead_investor': 'Not specified', 'year': '2019'}, {'round': 'Growth Equity', 'amount': '$90M', 'lead_investor': 'FTV Capital', 'year': '2024'}]",2024-01,$104M,"Columbia Capital, FTV Capital","Englewood, CO","10333 E Dry Creek Road, Suite 150, Englewood, CO 80112, United States","linkedin: Not found, crunchbase: Not found",Yes
EverCommerce,https://www.evercommerce.com,"Offers a suite of vertical SaaS solutions for service-based businesses, supporting operations, marketing, and customer retention for enterprises[16].",Eric Remer,"[{'round': 'Pre-IPO', 'amount': '$131 million', 'year': '2016-2021', 'investors': ['Providence Equity Partners', 'Silver Lake', 'Susquehanna Growth Equity', 'Aurionpro Solutions', 'Escalate Capital Partners']}, {'round': 'IPO', 'amount': '$324.7 million', 'year': '2021', 'investors': 'Not applicable'}]",2021-07,$455 million,"Providence Equity Partners, Silver Lake, Susquehanna Growth Equity, Aurionpro Solutions, Escalate Capital Partners","Denver, CO","3601 Walnut Street, Suite 400, Denver, Colorado, 80205, United States","linkedin: Not found, crunchbase: Not found",Yes
Nextworld,https://www.nextworld.net,Provides enterprise software solutions leveraging AI and machine learning for business process automation and data analytics. Raised $65M Series F funding in 2025[1].,"Kylee McVaney, Vito Solimene, Konrad Rogers, Axel Allgeier","[{'round': 'Series F', 'amount': '$65 million', 'lead_investor': 'McVaney Investment Partnership', 'year': 2025}]",2025-02,$67 million,McVaney Investment Partnership,"Greenwood Village, CO","8200 East Maplewood Avenue, Greenwood Village, Colorado 80111, United States","linkedin: Not found, crunchbase: Not found",Yes
Nimble Gravity,https://nimblegravity.com,"Offers data science, AI, and digital transformation consulting for e-commerce and enterprise clients. Based in Denver, Colorado[2].","Tony Aug, Joe Ackert, Darryl Shaper","Growth Equity VC funding received, specific rounds and amounts not disclosed.",Not found,Not found,,"Denver, CO","3000 Lawrence St, Ste. 140, Denver, CO 80205","linkedin: https://www.linkedin.com/company/nimble-gravity/, crunchbase: Not found",Yes
Never Ever Ordinary,https://nevereverordinary.com,"Provides AI-driven data analytics and growth strategies for businesses, focusing on intentional data and intelligent growth. Based in Parker, Colorado[4].",Jesse Morris,Not found,Not found,Not found,,"Franktown, CO","321 N Rocky Cliff Trl, Franktown, Colorado, 80116, United States","linkedin: Not found, crunchbase: Not found",Yes
Cowboy Clean Fuels,https://cowboycleanfuels.com,Commercializes renewable natural gas production by converting agricultural waste; secured $13 million in Series B funding in July 2024[5].,"Ryan Waddington, Dr. Michael Urynowicz, Noah Yates","Series B: $13 million, Lead Investor: Machan Investments, Year: 2024; Additional support: $7.8 million from Wyoming Energy Authority",2024-07,$20 million,"Machan Investments, Wyoming Energy Authority","Greenwood Village, CO","5680 Greenwood Plaza Blvd, Suite 500, Greenwood Village, CO 80111","linkedin: Not found, crunchbase: Not found",Yes
TiLT,https://www.tilt.com,Offers leave of absence management software to streamline compliance and employee experience for HR teams[1].,Not found,"[{'round': 'Seed', 'amount': '€10 million (US$10.9 million)', 'lead_investor': 'Not specified', 'year': '2022'}, {'round': 'Series A', 'amount': '€22 million (US$23.8 million)', 'lead_investor': 'Lifeline Ventures', 'year': '2023'}, {'round': 'Equity', 'amount': '€5.9 million', 'lead_investor': 'European Innovation Council (EIC) Fund', 'year': '2023'}, {'round': 'Grant', 'amount': '€2.1 million', 'lead_investor': 'European Innovation Council (EIC) Accelerator', 'year': '2023'}]",2023-02,US$42 million,"Lifeline Ventures, European Innovation Council (EIC) Fund, Stephen Industries Inc Oy, ACME Investments SPF Sàrl","Fort Collins, CO","1281 E Magnolia St Ste D, Fort Collins, Colorado, 80524, United States","linkedin: Not found, crunchbase: Not found",Yes
Affineon Health,https://www.affineonhealth.com,"HealthTech startup focused on administrative healthcare services, raised $5M in Seed funding[3].","David Norris, AI Fund","Seed Round: $5 million, Lead Investor: GPG Ventures, Year: February 2025; Total Capital Raised: $6 million (includes previous undisclosed funding)",2025-02,$6 million,"GPG Ventures, AI Fund, Deepwater, Benhamou Global Ventures, Headwater Ventures, Signal Peak Ventures","Denver, CO","1550 Wewatta Street, 2nd Floor, Denver, Colorado, 80202, United States","linkedin: Not found, crunchbase: Not found",Yes
Pioneer Energy,https://www.pioneerenergy.com,"Energy technology company developing modular processing systems for oil and gas, raised $27M in recent funding[3].",Eyal Aronoff,"Federal grants totaling $27 million from the U.S. Department of Energy, including a $5 million DOE grant and four awards totaling $27 million. No traditional venture capital rounds.",2025-01,$27 million,,"Lakewood, CO","190 S Union Blvd, Lakewood, Colorado, 80228, United States","linkedin: Not found, crunchbase: Not found",Yes
"Lifeloc Technologies, Inc.",https://www.lifeloc.com,"Manufacturer of breath alcohol testing equipment and related health technologies, recently raised $750K[3].",Not found,"In late 2024, Lifeloc closed a $750,000 subordinated debenture, followed by an additional $75,000 investment on the same terms in Q1 2025. The debenture carries an 8.25% annual interest rate and matures in December 2030. In 2024, Lifeloc completed a private placement of 210,000 shares of common stock, raising $798,000. Total funding raised is $1.6 million over 3 rounds, classified as private placements and debt instruments.",2025-03,$1.6 million,,"Wheat Ridge, CO","12441 West 49th Ave, Suite 4, Wheat Ridge, Colorado 80033, United States","linkedin: Not found, crunchbase: Not found",Yes
Stout Street Capital,https://www.stoutstreetcapital.com,"Denver-based venture capital firm investing in early-stage technology companies, with a focus on scalable, high-growth startups[15].","Clay Gordon, John Francis","Pre-seed, Seed, Series A; typically $100,000–$500,000 initial investment, with $500,000–$1 million reserved for follow-on investments; prefers rounds raising at least $1 million.",Not found,Not found,,"Denver, CO","288 Clayton St, Ste 206, Denver, Colorado, 80206, United States","linkedin: https://www.linkedin.com/company/stout-street-capital, twitter: https://twitter.com/StoutStreetVC, crunchbase: Not found",Yes
ALLCITY Network,https://www.allcitynetwork.com,"Denver, Colorado - Digital media and internet radio platform that raised $12M in Series B funding in August 2024, backed by Bullpen Capital and Tegna",Not found,"Series B, $12M, Bullpen Capital, Tegna, 2024",2024-08,$12M,"Bullpen Capital, Tegna","Denver, CO",Not found,"twitter: https://gophnx.com/, instagram: https://www.instagram.com/ALLCITY_Network/, linkedin: Not found, crunchbase: Not found",Yes
